,title,id,year,rating,imdbid
593,"Harvey Girls, The",786,1946,3,38589
594,"Big Sleep, The",971,1946,1,38355
595,"Postman Always Rings Twice, The",1424,1946,1,38854
596,Stairway to Heaven,1231,1946,0,38733
597,Beauty and the Beast,1268,1946,3,38348
598,Deception,1377,1946,0,38461
599,Devotion,1381,1946,3,38474
600,Two Sisters from Boston,1680,1946,3,39054
601,It&#39;s a Wonderful Life,2235,1946,3,38650
602,"Jolson Story, The",2654,1946,1,38661
603,Gilda,2809,1946,0,38559
604,"Strange Woman, The",3145,1946,3,38990
605,My Darling Clementine,3783,1946,1,38762
606,"Best Years of Our Lives, The",3982,1946,2,36868
607,Dressed to Kill,4002,1946,3,38494
608,Duel in the sun,4900,1946,2,38499
609,"Chase, The",5497,1946,1,38409
610,Song of the South,5646,1946,2,38969
611,Terror by Night,5872,1946,1,39017
612,"Dark Corner, The",5961,1946,1,38453
613,"Stranger, The",7671,1946,3,38991
614,Make Mine Music,8052,1946,1,38718
615,"Years Between, The",8354,1946,3,39112
616,Great Expectations,9182,1946,2,38574
617,She-Wolf of London,10597,1946,3,38934
618,Black Narcissus,1211,1947,3,39192
619,"Exile, The",1235,1947,1,39360
620,Odd Man Out,1278,1947,2,39677
621,Good News,1679,1947,2,39431
622,"Shocking Miss Pilgrim, The",1681,1947,3,39819
623,"Egg and I, The",2287,1947,3,39349
624,"Paradine Case, The",2330,1947,2,39694
625,"Ghost and Mrs. Muir, The",3047,1947,3,39420
626,Gunfighters,3112,1947,2,39441
627,Crossfire,4411,1947,2,39286
628,Calendar Girl,5779,1947,2,39236
629,Build My Gallows High,6550,1947,2,39689
630,Nada,7432,1947,3,39650
631,Fun &amp; Fancy Free,8053,1947,1,39404
632,Body and Soul,8619,1947,3,39204
633,Dishonored Lady,8646,1947,3,39324
634,"Unfinished Dance, The",8729,1947,3,39938
635,"Lady from Shanghai, The",8756,1947,0,40525
636,Miracle on 34th Street,8989,1947,3,39628
637,Gentleman&#39;s Agreement,9598,1947,1,39416
638,"Voice of the Turtle, The",10350,1947,3,39969
639,Dark Passage,10523,1947,2,39302
640,Monsieur Verdoux,10635,1947,3,39631
641,Red River,1320,1948,0,40724
642,"Red Shoes, The",1229,1948,3,40725
643,Hamlet,1232,1948,1,40416
644,Bonnie Prince Charlie,1236,1948,2,40183
645,Enchantment,1241,1948,3,40321
646,Anna Karenina,1262,1948,2,40098
647,Command Decision,1354,1948,0,40242
648,Rudolph the Red-Nosed Reindeer,1601,1948,0,156031
649,Easter Parade,1677,1948,3,40308
650,Rope,2040,1948,0,40746
651,"Snake Pit, The",2098,1948,3,40806
652,Casbah,2256,1948,1,40214
653,"Fuller Brush Man, The",2300,1948,1,40379
654,Mr. Blandings Builds His Dream House,2445,1948,3,40613
655,"Treasure of the Sierra Madre, The",3239,1948,0,40897
656,I Remember Mama,4390,1948,3,40458
657,Act of Violence,4944,1948,2,41088
658,Call Northside 777,5115,1948,1,40202
659,Joan of Arc,6363,1948,3,40491
660,Bicycle Thieves,6517,1948,2,40522
661,Melody Time,8054,1948,1,40580
662,Macbeth,8264,1948,1,40558
663,It Happened in Europe,8559,1948,0,39949
664,Abbott and Costello Meet Frankenstein,10163,1948,3,40068
665,"Naked City, The",10359,1948,1,40636
666,Key Largo,10524,1948,3,40506
667,Brighton Rock,10599,1948,3,39220
668,Spring in a Small Town - &amp;#26149;&amp;#20043;&amp;#22478;&amp;#23567;,10667,1948,3,189219
669,"Third Man, The",611,1949,0,41959
670,"Barkleys of Broadway, The",1684,1949,3,41158
671,On the Town,1690,1949,3,41716
672,Adam&#39;s Rib,1716,1949,3,41090
673,Pinky,1736,1949,3,41746
674,Caught,1841,1949,3,40221
675,"Set-Up, The",1986,1949,0,41859
676,Little Women,2232,1949,3,41594
677,Mighty Joe Young,2651,1949,0,41650
678,"Man on the Eiffel Tower, The",2849,1949,2,41628
679,Late Spring,3539,1949,3,41154
680,A Letter to Three Wives,3967,1949,3,41587
681,Kind Hearts and Coronets,4008,1949,1,41546
682,"Fountainhead, The",4554,1949,1,41386
683,"Heiress, The",6358,1949,3,41452
684,I Was a Male War Bride,7018,1949,2,41498
685,"Adventures of Ichabod and Mr. Toad, The",7059,1949,0,41094
686,Under Capricorn,7341,1949,3,42004
687,All the King&#39;s Men,9597,1949,1,41113
688,Tarzan&#39;s Magic Fountain,9702,1949,0,41947
689,Jour de Fete,9982,1949,0,40497
690,Flame of My Love,10135,1949,3,42031
691,Flamingo Road,10174,1949,3,41373
692,Come to the Stable,10420,1949,3,41257
693,All About Eve,139,1950,3,42192
694,Sunset Blvd.,608,1950,3,43014
695,Cinderella,1057,1950,3,42332
696,Rashomon,1402,1950,0,42876
697,Summer Stock,1678,1950,3,43012
698,"Asphalt Jungle, The",2099,1950,1,42208
699,Harvey,2596,1950,2,42546
700,Orpheus,3295,1950,2,41719
701,Born Yesterday,3990,1950,3,42276
702,"Flying Saucer, The",4031,1950,1,42469
703,In a Lonely Place,4417,1950,2,42593
704,Odette,4521,1950,3,43871
705,No Way Out,5232,1950,3,42792
706,D.O.A.,5350,1950,1,42369
707,Stage Fright,6233,1950,3,42994
708,Scandal,7144,1950,3,42958
709,Les enfants terribles,7836,1950,3,42436
710,Three Secrets,8363,1950,3,43045
711,Tarzan and the Slave Girl,9700,1950,0,43025
712,Caged,10059,1950,3,42296
713,Panic in the Streets,10181,1950,0,42832
714,Gun Crazy,10663,1950,3,42530
715,Ace In The Hole,871,1951,2,43338
716,Strangers on a Train,1417,1951,2,44079
717,Alice in Wonderland,1207,1951,3,43274
718,"African Queen, The",1491,1951,0,43265
719,"Day the Earth Stood Still, The",1916,1951,3,43456
720,A Streetcar Named Desire,2930,1951,3,44081
721,Show Boat,2977,1951,3,44030
722,Diary of a Country Priest,2989,1951,1,42619
723,An American in Paris,3389,1951,1,43278
724,Early Summer,3222,1951,3,43313
725,"Thing from Another World, The",3293,1951,1,44121
726,Bellissima,3825,1951,3,43332
727,Take Care of My Little Girl,4510,1951,3,44100
728,Quo Vadis,5092,1951,3,43949
729,Cause for Alarm!,5739,1951,3,43390
730,Westward the Women,6498,1951,3,44205
731,"Idiot, The",7157,1951,3,43614
732,Surcos,7435,1951,3,44092
733,Tarzan&#39;s Peril,9703,1951,1,43695
734,Singin&#39; in the Rain,612,1952,3,45152
735,"Magic Box, The",1243,1952,2,43769
736,"Big Sky, The",1465,1952,0,44419
737,Lovely to Look at,1689,1952,3,44855
738,High Noon,2704,1952,2,44706
739,"Quiet Man, The",2737,1952,1,45061
740,Clash by Night,3403,1952,3,44502
741,Forbidden Games,5972,1952,3,43686
742,Limelight,6917,1952,1,44837
743,"Snows of Kilimanjaro, The",6941,1952,1,45162
744,Ikiru,7162,1952,1,44741
745,"Bad and the Beautiful, The",7323,1952,2,44391
746,Europe &#39;51,8241,1952,3,43511
747,"Greatest Show on Earth, The",9596,1952,2,44672
748,Tarzan&#39;s Savage Fury,9701,1952,0,45220
749,Parasakthi,9955,1952,2,215033
750,"Story of Robin Hood and His Merrie Men, The",9975,1952,3,45197
751,"Sound Barrier, The",10402,1952,3,44446
752,Ivanhoe,10526,1952,2,44760
753,Julius Caesar,1272,1953,1,45943
754,Peter Pan,1118,1953,3,46183
755,Le Salaire de la Peur,1444,1953,1,46268
756,Roman holiday,1554,1953,3,46250
757,Mogambo,1362,1953,2,46085
758,Tokyo Story,1630,1953,3,46438
759,"Band Wagon, The",1692,1953,1,45537
760,Stalag 17,1883,1953,0,46359
761,"War of the Worlds, The",2375,1953,1,46534
762,Calamity Jane,2427,1953,3,45591
763,Gentlemen Prefer Blondes,2547,1953,3,45810
764,"Cruel Sea, The",2553,1953,3,45659
765,Miss Sadie Thompson,3124,1953,3,46076
766,Salome,3125,1953,3,46269
767,Shane,3303,1953,1,46303
768,Mesa of Lost Women,3958,1953,1,46066
769,From Here to Eternity,4071,1953,3,45793
770,"Hitch-Hiker, The",4301,1953,0,45877
771,I Confess,4616,1953,1,45897
772,"Big Heat, The",4854,1953,3,45555
773,How to Marry a Millionaire,4909,1953,3,45891
774,Fear and Desire,5366,1953,0,45758
775,Pickup on South Street,5736,1953,3,46187
776,Mr. Hulot&#39;s Holiday,5937,1953,3,46487
777,Ugetsu,5973,1953,2,46478
778,Summer with Monika,5998,1953,3,46345
779,Glen or Glenda,6797,1953,0,45826
780,"Wild One, The",7693,1953,1,47677
781,"Beast from 20,000 Fathoms, The",7900,1953,1,45546
782,Inferno,8011,1953,0,45911
783,"5,000 Fingers of Dr. T., The",8466,1953,0,45464
784,It Came from Outer Space,8634,1953,2,45920
785,"earrings of Madame de..., The",9004,1953,3,46022
786,House of Wax,9290,1953,3,45888
787,Tarzan and the She-Devil,9704,1953,1,46404
788,Cat Women of the Moon,10171,1953,3,45609
789,"Man Between, The",10654,1953,3,46031
790,Phffft,586,1954,2,47349
791,Touchez pas au grisbi,657,1954,1,46451
792,Seven Brides for Seven Brothers,1351,1954,3,47472
793,White Christmas,1391,1954,3,47673
794,Johnny Guitar,1694,1954,2,47136
795,On the Waterfront,1812,1954,0,47296
796,20000 Leagues Under the Sea,1965,1954,0,46672
797,Rear Window,2132,1954,3,47396
798,Them!,2158,1954,1,47573
799,Sabrina,2294,1954,3,47437
800,Hobson&#39;s Choice,2426,1954,3,47094
801,Knock on Wood,2746,1954,1,47152
802,Dial M for Murder,3337,1954,0,46912
803,Shichinin no samurai,3600,1954,0,47478
804,A Star Is Born,3674,1954,1,47522
805,Executive Suite,3925,1954,2,46963
806,Journey to Italy,3954,1954,3,46511
807,"Glenn Miller Story, The",3993,1954,2,47030
808,Three Coins in the Fountain,4048,1954,3,47580
809,Late Chrysanthemuns,4710,1954,3,46750
810,Creature from the Black Lagoon,4883,1954,0,46876
811,Attila,5124,1954,2,46731
812,Salt of the Earth,5356,1954,3,47443
813,Gojira,5505,1954,1,47034
814,Animal Farm,7346,1954,0,47834
815,Uwasa no onna,7580,1954,3,47638
816,Comicos,7610,1954,3,45665
817,An American in Rome,8109,1954,1,46705
818,Carmen Jones,8441,1954,3,46828
819,Miseria e nobilta,9054,1954,3,47238
820,Jail Bait,9176,1954,3,47127
821,"Caine Mutiny, The",9567,1954,1,46816
822,Senso,10286,1954,1,47469
823,To Catch a Thief,782,1955,3,48728
824,"Night of the Hunter, The",878,1955,3,48424
825,Lady and the Tramp,1170,1955,2,48280
826,Daddy Long Legs,1693,1955,3,47969
827,Sommarnattens leende (Smiles of a Summer Night),1735,1955,2,48641
828,"Ladykillers, The",1827,1955,3,48281
829,Guys and Dolls,2115,1955,3,48140
830,Diabolique,2344,1955,3,46911
831,"Dam Busters, The",2552,1955,1,46889
832,Rebel Without a Cause,2926,1955,1,48545
833,"Fast and the Furious, The",3158,1955,3,46969
834,"Big Combo, The",3339,1955,2,47878
835,Rififi,3404,1955,1,48021
836,We&#39;re No Angels,3739,1955,3,48801
837,Bride of the Monster,4073,1955,3,47898
838,Tarantula,4108,1955,0,48696
839,Marty,4442,1955,3,48356
840,Oklahoma!,4754,1955,3,48445
841,"Seven Year Itch, The",4896,1955,1,48605
842,Summertime,5165,1955,3,48673
843,Killer&#39;s Kiss,5403,1955,1,48254
844,Pather Panchali,5471,1955,3,48473
845,Godzilla Raids Again,6055,1955,2,48127
846,This Island Earth,6468,1955,0,47577
847,"Glass Slipper, The",6481,1955,3,48124
848,My Sister Eileen,6615,1955,3,48401
849,"Prisoner, The",7262,1955,0,48512
850,"Trouble with Harry, The",7360,1955,2,48750
851,"Prodigal, The",7797,1955,3,48517
852,Les grandes manoeuvres,7878,1955,3,48133
853,Not as a Stranger,8014,1955,2,48432
854,Le amiche,10340,1955,3,47821
855,All That Heaven Allows,10342,1955,3,47811
856,Lola Mont&egrave;s,10354,1955,3,48308
857,Bad Day at Black Rock,10527,1955,0,47849
858,Richard III,10662,1955,3,49674
859,"Searchers, The",357,1956,3,49730
860,"Spanish Gardener, The",1559,1956,2,49787
861,"Bad Seed, The",1216,1956,3,48977
862,"King and I, The",1092,1956,2,49408
863,"Iron Petticoat, The",1545,1956,1,49369
864,"Wrong Man, The",2219,1956,1,51207
865,Forbidden Planet,2306,1956,0,49223
866,Gunslinger,2647,1956,3,49287
867,Invasion of the Body Snatchers,2698,1956,3,49366
868,"Court Jester, The",2730,1956,2,49096
869,War and Peace,2861,1956,3,49934
870,Bigger Than Life,2904,1956,0,49010
871,"Ten Commandments, The",3076,1956,2,49833
872,...And God Created Woman,3409,1956,3,49189
873,Around the World in Eighty Days,3981,1956,0,48960
874,"Proud and Profane, The",4245,1956,3,49640
875,Indestructible Man,4402,1956,1,49363
876,Bus Stop,4670,1956,3,49038
877,"Killing, The",5414,1956,1,49406
878,Aparajito,5470,1956,3,48956
879,Un condamne a mort s&#39;est echappe ou Le vent souffle ou il veut,5555,1956,0,49902
880,Rodan,6064,1956,1,49782
881,"Man Who Never Was, The",6308,1956,3,49471
882,High Society,6641,1956,3,49314
883,Calle mayor [Main Street],7394,1956,3,49043
884,"Man Who Knew Too Much, The",7442,1956,2,49470
885,Flowing,8314,1956,3,49537
886,"Unguarded Moment, The",8358,1956,1,49904
887,Eyewitness,8398,1956,3,49196
888,Sissi - The Young Empress,8872,1956,3,49762
889,La banda degli onesti,9055,1956,2,48981
890,"Captain from Kopenick, The",9719,1956,1,49293
891,Le coup du berger,9993,1956,3,49095
892,Autumn Leaves,10346,1956,3,48967
893,Baby Doll,10348,1956,3,48973
894,Yield to the Night,10623,1956,3,49019
895,Love Me Tender,10760,1956,2,49452
896,12 Angry Men,302,1957,0,50083
897,"True Story of Jesse James, The",965,1957,2,51114
898,Desk Set,993,1957,3,50307
899,"Cranes Are Flying, The",1015,1957,3,50634
900,"Incredible Shrinking Man, The",1291,1957,0,50539
901,Paths of Glory,1274,1957,0,50825
902,Old Yeller,1121,1957,1,50798
903,Three Faces of Eve,1660,1957,0,51077
904,Funny Face,1747,1957,3,50419
905,Nights of Cabiria,1765,1957,3,50783
906,Kanal,1800,1957,1,50585
907,"Enemy Below, The",1989,1957,0,50356
908,"Seventh Seal, The",2043,1957,1,50976
909,Night of the Demon,2160,1957,3,50766
910,Sweet Smell of Success,2301,1957,1,51036
911,Fire Down Below,2420,1957,0,50397
912,"Heaven Knows, Mr. Allison",2429,1957,0,50490
913,Smultronst&auml;llet (Wild Strawberries),2520,1957,2,50986
914,Sayonara,2578,1957,2,50933
915,Tammy and the Bachelor,2895,1957,3,51051
916,"Bridge on the River Kwai, The",2981,1957,1,50212
917,"Prince and the Showgirl, The",3007,1957,3,50861
918,An Affair to Remember,3429,1957,2,50105
919,Oedipus Rex,3994,1957,1,50792
920,A Face in the Crowd,4552,1957,1,50371
921,Sorority Girl,4559,1957,3,50998
922,Witness for the Prosecution,4933,1957,1,51201
923,"Mysterians, The",6624,1957,3,50251
924,Kiss Them for Me,7017,1957,2,50599
925,Forty Guns,7136,1957,2,50407
926,Throne of Blood,7165,1957,0,50613
927,Amanecer en Puerta Oscura,7420,1957,3,50116
928,El vampiro,8321,1957,3,51151
929,Island in the Sun,8685,1957,3,50549
930,Kronos,8736,1957,0,50610
931,Danger stalks near,9006,1957,3,50421
932,La Parisienne,10475,1957,2,51133
933,"Guns of Fort Petticoat, The",10594,1957,2,50470
934,Vertigo,609,1958,1,52357
935,M&auml;dchen in Uniform,1572,1958,3,51964
936,"Fabulous World of Jules Verne, The",1247,1958,0,52374
937,"Vikings, The",1255,1958,2,52365
938,Run Silent Run Deep,1363,1958,0,52151
939,Teacher&#39;s Pet,1364,1958,1,52278
940,"Fly, The",2281,1958,2,51622
941,"Day the Sky Exploded, The",2373,1958,1,51951
942,Dracula (Horror of Dracula),2476,1958,3,51554
943,"Wild Women of Wongo, The",2585,1958,3,52394
944,"Screaming Skull, The",2763,1958,2,52169
945,Mon Oncle,2823,1958,3,50706
946,Touch of Evil,3146,1958,1,52311
947,Gigi,3056,1958,2,51658
948,"Defiant Ones, The",3238,1958,0,51525
949,Auntie Mame,3321,1958,3,51383
950,Separate Tables,3926,1958,3,52182
951,South Pacific,3977,1958,3,52225
952,Indiscreet,4211,1958,3,51773
953,I Bury the Living,4410,1958,1,51755
954,"Inn of the Sixth Happiness, The",4849,1958,3,51776
955,Cat on a Hot Tin Roof,6012,1958,3,51459
956,Love Is My Profession,6938,1958,3,51579
957,Blood of the Vampire,7054,1958,0,51422
958,"Hidden Fortress, The",7135,1958,0,51808
959,It! The Terror from Beyond Space,7606,1958,1,51786
960,Brink of Life,8344,1958,3,52017
961,I Want To Live!,8450,1958,3,51758
962,Marjorie Morningstar,10341,1958,3,51911
963,Some Came Running,10521,1958,2,52218
964,"Female, The",10562,1958,2,51608
965,King Creole,10570,1958,1,51818
966,"400 Blows, The",236,1959,0,53198
967,Sleeping Beauty,474,1959,3,53285
968,Ben-Hur,1419,1959,3,52618
969,Journey to the Center of the Earth,1256,1959,1,52948
970,"Nun&#39;s Story, The",1555,1959,3,53131
971,Darby O&#39;Gill and the Little People,1591,1959,3,52722
972,Some Like It Hot,2023,1959,3,53291
973,Imitation of Life,2095,1959,3,52918
974,North By Northwest,2228,1959,1,53125
975,"Suddenly, Last Summer",2645,1959,3,53318
976,"Giant Gila Monster, The",2796,1959,3,52846
977,Araya,3119,1959,3,51372
978,"Tingler, The",3166,1959,1,53363
979,Come Dance with Me!,3442,1959,3,53428
980,Good Morning (Ohay&ocirc;),3525,1959,3,53134
981,"Great War, The",3608,1959,1,52861
982,Ghost of Dragstrip Hollow,4050,1959,3,52844
983,A Bucket of Blood,4065,1959,2,52655
984,Anatomy of a Murder,4199,1959,1,52561
985,House on Haunted Hill,4373,1959,3,51744
986,"Wasp Woman, The",4392,1959,3,54462
987,"Bat, The",4523,1959,3,52602
988,Gidget,6405,1959,3,52847
989,Battle in Outer Space,6645,1959,1,53388
990,Apur Sansar,6833,1959,0,52572
991,Rio Bravo,6901,1959,1,53221
992,Pillow Talk,8392,1959,3,53172
993,"World, The Flesh and The Devil, The",8677,1959,0,53454
994,Plan 9 from Outer Space,9161,1959,1,52077
995,Night of the Ghouls,9169,1959,1,156843
996,Sleeping Beauty,9209,1959,3,53285
997,"Bridge, The",9379,1959,3,52654
998,Where the Boys Are,590,1960,2,54469
999,Les yeux sans visage,656,1960,3,53459
1000,A bout de souffle,799,1960,0,53472
1001,"Magnificent Seven, The",1295,1960,0,54047
1002,Spartacus,1273,1960,2,54331
1003,Inherit the Wind,1712,1960,3,53946
1004,"Apartment, The",1995,1960,3,53604
1005,Psycho,2039,1960,3,54215
1006,Exodus,2144,1960,3,53804
1007,Let&#39;s Make Love,2546,1960,2,54022
1008,Late Autumn,2808,1960,3,53579
1009,Body in the Web,2950,1960,3,54333
1010,Rocco and His Brothers,2988,1960,2,54248
1011,Black Sunday,3286,1960,3,54067
1012,Testament of Orpheus,3294,1960,1,54377
1013,Jigoku (Hell or The Sinners of Hell),3328,1960,3,154683
1014,"City of the Dead, The",3634,1960,3,53719
1015,Zazie dans le metro,3827,1960,3,54494
1016,Make Mine Mink,4117,1960,3,54049
1017,"Truth, The",5122,1960,3,54452
1018,"Story of Ruth, The",5123,1960,3,54343
1019,"Virgin Spring, The",5380,1960,3,53976
1020,Wild River,6146,1960,3,54476
1021,La Dolce Vita,6080,1960,2,53779
1022,La ciociara,6756,1960,3,54749
1023,Peeping Tom,6796,1960,2,54167
1024,Le Trou,6854,1960,0,54407
1025,"Brides of Dracula, The",8275,1960,3,53677
1026,Shoot the Piano Player,8367,1960,2,54389
1027,School for Scoundrels,8566,1960,1,54279
1028,Conspiracy of Hearts,8992,1960,3,53732
1029,Nerve on Sunday,9026,1960,2,54198
1030,First Spaceship on Venus,9207,1960,1,53250
1031,"Time Machine, The",9338,1960,0,54387
1032,"Bad Sleep Well, The",9894,1960,1,54460
1033,Les Bonnes Femmes,9992,1960,3,53666
1034,Last Woman on Earth,10170,1960,0,54017
1035,L&#39;avventura,10351,1960,3,53619
1036,"World of Suzie Wong, The",10449,1960,2,54483
1037,G.I. Blues,10761,1960,2,53848
1038,Flaming Star,10762,1960,1,53825
1039,Yojimbo,660,1961,1,55630
1040,"Children&#39;s Hour, The",833,1961,3,54743
1041,"Phantom Planet, The",1292,1961,0,55294
1042,Breakfast at Tiffany&#39;s,1191,1961,2,54698
1043,Mysterious Island,1257,1961,0,55207
1044,Underworld U.S.A.,1165,1961,3,55571
1045,One Hundred and One Dalmatians,1171,1961,3,55254
1046,El Cid,1546,1961,1,54847
1047,"Misfits, The",1365,1961,3,55184
1048,"Hustler, The",1958,1961,0,54997
1049,"One, Two, Three",2392,1961,3,55256
1050,West Side Story,2560,1961,3,55614
1051,"Beast of Yucca Flats, The",2797,1961,0,54673
1052,Blue Hawaii,3724,1961,3,54692
1053,Paris Blues,3909,1961,3,55278
1054,Splendor in the Grass,4198,1961,3,55471
1055,A Taste of Honey,4539,1961,3,55506
1056,"Parent Trap, The",4580,1961,3,55277
1057,A Raisin in the Sun,5485,1961,3,55353
1058,Snow White and the Three Stooges,5797,1961,3,55458
1059,La Notte,6102,1961,3,54130
1060,Mothra,6448,1961,0,55198
1061,A Woman Is a Woman,6539,1961,0,55572
1062,"Guns of Navarone, The",6653,1961,1,54953
1063,"Curse of the Werewolf, The",7344,1961,3,54777
1064,"Leon Morin, Priest",7798,1961,3,55082
1065,Accattone,7831,1961,3,54599
1066,Through a Glass Darkly,7968,1961,0,55499
1067,"Innocents, The",8019,1961,3,55018
1068,Flame in the Streets,8676,1961,3,54879
1069,Lola,9268,1961,2,55093
1070,King of Kings,9607,1961,3,55047
1071,"Please, Not Now!",10476,1961,3,54700
1072,Flower Drum Song,10493,1961,2,54885
1073,Why Bother to Knock,10670,1961,2,55621
1074,Jules and Jim,237,1962,1,55032
1075,Ivanovo detstvo,691,1962,1,56111
1076,Lawrence of Arabia,1042,1962,0,56172
1077,What Ever Happened to Baby Jane?,1298,1962,3,56687
1078,Lolita,1279,1962,3,56193
1079,To Kill a Mockingbird,1108,1962,3,56592
1080,"Day of the Triffids, The",1613,1962,3,55894
1081,"Manchurian Candidate, The",1954,1962,1,56218
1082,"Trial, The",2183,1962,1,57427
1083,"Music Man, The",2430,1962,3,56262
1084,Carnival of Souls,2591,1962,3,55830
1085,Cleo from 5 to 7,2609,1962,3,55852
1086,"Brain That Wouldn&#39;t Die, The",2762,1962,2,52646
1087,Gypsy,3079,1962,3,56048
